File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF543DSP	bam	bam		alignments	GRCh38	ENCSR126UCL	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/83479/'], '@type': ['Target', 'Item'], 'name': 'DDX59-human', 'label': 'DDX59', '@id': '/targets/DDX59-human/', 'title': 'DDX59 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'a6a06011-e96e-42aa-9965-0758fa104aba', 'status': 'released'}				DDX59-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF316XTD/, /files/ENCFF168LQD/, /files/ENCFF598IDH/	5453541253	ENCODE Processing Pipeline	53f1a9f7ad3bd6a70d31b7737f704354		https://www.encodeproject.org/files/ENCFF543DSP/@@download/ENCFF543DSP.bam	V29			released	s3://encode-public/2020/04/16/80a6fcfb-340d-4277-a789-9e11cdc229ce/ENCFF543DSP.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF163KFF	bam	bam		transcriptome alignments	GRCh38	ENCSR126UCL	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/83479/'], '@type': ['Target', 'Item'], 'name': 'DDX59-human', 'label': 'DDX59', '@id': '/targets/DDX59-human/', 'title': 'DDX59 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'a6a06011-e96e-42aa-9965-0758fa104aba', 'status': 'released'}				DDX59-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF316XTD/, /files/ENCFF168LQD/, /files/ENCFF598IDH/	10372308514	ENCODE Processing Pipeline	8035ca96dbff097871b75b5ffc85d9c4		https://www.encodeproject.org/files/ENCFF163KFF/@@download/ENCFF163KFF.bam	V29			released	s3://encode-public/2020/04/16/be9768f7-bc6d-48dc-98f6-3dacca9b2483/ENCFF163KFF.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF538HFX	bam	bam		transcriptome alignments	GRCh38	ENCSR126UCL	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/83479/'], '@type': ['Target', 'Item'], 'name': 'DDX59-human', 'label': 'DDX59', '@id': '/targets/DDX59-human/', 'title': 'DDX59 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'a6a06011-e96e-42aa-9965-0758fa104aba', 'status': 'released'}				DDX59-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF700QFG/, /files/ENCFF423CBO/, /files/ENCFF598IDH/	11010999578	ENCODE Processing Pipeline	7fb4e106b2baae00cbcf2fc3acdd0381		https://www.encodeproject.org/files/ENCFF538HFX/@@download/ENCFF538HFX.bam	V29			released	s3://encode-public/2020/04/16/783f1d09-cd25-4973-ac56-03a681902623/ENCFF538HFX.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF474BFJ	bam	bam		alignments	GRCh38	ENCSR126UCL	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/83479/'], '@type': ['Target', 'Item'], 'name': 'DDX59-human', 'label': 'DDX59', '@id': '/targets/DDX59-human/', 'title': 'DDX59 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'a6a06011-e96e-42aa-9965-0758fa104aba', 'status': 'released'}				DDX59-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF700QFG/, /files/ENCFF423CBO/, /files/ENCFF598IDH/	6119469556	ENCODE Processing Pipeline	616f42bb64fdf1bea3da06d4da20d09f		https://www.encodeproject.org/files/ENCFF474BFJ/@@download/ENCFF474BFJ.bam	V29			released	s3://encode-public/2020/04/16/e3277838-c5ff-40fd-9aa6-3ff4b5fad5ac/ENCFF474BFJ.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF519FBP	bam	bam		alignments	GRCh38	ENCSR399QAP	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7089/'], '@type': ['Target', 'Item'], 'name': 'TLE2-human', 'label': 'TLE2', '@id': '/targets/TLE2-human/', 'title': 'TLE2 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '77bb4902-8049-4e9b-8dd6-fa4cb481ac2c', 'status': 'released'}				TLE2-human	RNA					unstranded	2017-11-18	ENCODE			>200	1	1_1		101					/files/ENCFF239BGU/, /files/ENCFF598IDH/, /files/ENCFF118VTY/	8355272490	ENCODE Processing Pipeline	bf6c6936b24241e5f48d4754bd9a1aef		https://www.encodeproject.org/files/ENCFF519FBP/@@download/ENCFF519FBP.bam	V29			released	s3://encode-public/2021/03/08/56971270-669e-4aab-a41a-a4e71fa69635/ENCFF519FBP.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF877SYO	bam	bam		alignments	GRCh38	ENCSR399QAP	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7089/'], '@type': ['Target', 'Item'], 'name': 'TLE2-human', 'label': 'TLE2', '@id': '/targets/TLE2-human/', 'title': 'TLE2 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '77bb4902-8049-4e9b-8dd6-fa4cb481ac2c', 'status': 'released'}				TLE2-human	RNA					unstranded	2017-11-18	ENCODE			>200	2	2_1		101					/files/ENCFF598IDH/, /files/ENCFF479JKU/, /files/ENCFF267AJJ/	6814907832	ENCODE Processing Pipeline	5dcc14a7505d7cdea2062599f032dbe7		https://www.encodeproject.org/files/ENCFF877SYO/@@download/ENCFF877SYO.bam	V29			released	s3://encode-public/2021/03/08/3804a17d-db28-4031-ae6a-afb4ca873e26/ENCFF877SYO.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF654EWC	bam	bam		transcriptome alignments	GRCh38	ENCSR399QAP	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7089/'], '@type': ['Target', 'Item'], 'name': 'TLE2-human', 'label': 'TLE2', '@id': '/targets/TLE2-human/', 'title': 'TLE2 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '77bb4902-8049-4e9b-8dd6-fa4cb481ac2c', 'status': 'released'}				TLE2-human	RNA					unstranded	2017-11-18	ENCODE			>200	1	1_1		101					/files/ENCFF239BGU/, /files/ENCFF598IDH/, /files/ENCFF118VTY/	9807698881	ENCODE Processing Pipeline	d2510bad923e22be1d5c84e1af107acd		https://www.encodeproject.org/files/ENCFF654EWC/@@download/ENCFF654EWC.bam	V29			released	s3://encode-public/2021/03/08/331292b5-cd01-408b-a8ee-a04dc7e852cb/ENCFF654EWC.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF027GRZ	bam	bam		transcriptome alignments	GRCh38	ENCSR399QAP	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7089/'], '@type': ['Target', 'Item'], 'name': 'TLE2-human', 'label': 'TLE2', '@id': '/targets/TLE2-human/', 'title': 'TLE2 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '77bb4902-8049-4e9b-8dd6-fa4cb481ac2c', 'status': 'released'}				TLE2-human	RNA					unstranded	2017-11-18	ENCODE			>200	2	2_1		101					/files/ENCFF598IDH/, /files/ENCFF479JKU/, /files/ENCFF267AJJ/	7902841630	ENCODE Processing Pipeline	893c8e572ad1defae73e3d5019faef61		https://www.encodeproject.org/files/ENCFF027GRZ/@@download/ENCFF027GRZ.bam	V29			released	s3://encode-public/2021/03/08/5a3c4390-229c-40cb-994a-5ca1c77758af/ENCFF027GRZ.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF377JFS	bam	bam		transcriptome alignments	GRCh38	ENCSR163PNO	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7532/'], '@type': ['Target', 'Item'], 'name': 'YWHAG-human', 'label': 'YWHAG', '@id': '/targets/YWHAG-human/', 'title': 'YWHAG (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '61f45683-f7c7-487b-91d6-b23073916428', 'status': 'released'}				YWHAG-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF292YWP/, /files/ENCFF290FRG/, /files/ENCFF598IDH/	4380650360	ENCODE Processing Pipeline	58cd60ef608974393689d43064e08e61		https://www.encodeproject.org/files/ENCFF377JFS/@@download/ENCFF377JFS.bam	V29			released	s3://encode-public/2020/04/16/ad8f354b-f2f6-453b-acee-9d9b038865cf/ENCFF377JFS.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF426HZS	bam	bam		alignments	GRCh38	ENCSR163PNO	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7532/'], '@type': ['Target', 'Item'], 'name': 'YWHAG-human', 'label': 'YWHAG', '@id': '/targets/YWHAG-human/', 'title': 'YWHAG (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '61f45683-f7c7-487b-91d6-b23073916428', 'status': 'released'}				YWHAG-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF292YWP/, /files/ENCFF290FRG/, /files/ENCFF598IDH/	2429990937	ENCODE Processing Pipeline	5267a8583847b9aba24aea5bc1f90871		https://www.encodeproject.org/files/ENCFF426HZS/@@download/ENCFF426HZS.bam	V29			released	s3://encode-public/2020/04/16/2e304158-f10f-483f-8643-5c4170706212/ENCFF426HZS.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF442SDC	bam	bam		alignments	GRCh38	ENCSR163PNO	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7532/'], '@type': ['Target', 'Item'], 'name': 'YWHAG-human', 'label': 'YWHAG', '@id': '/targets/YWHAG-human/', 'title': 'YWHAG (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '61f45683-f7c7-487b-91d6-b23073916428', 'status': 'released'}				YWHAG-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF660EBB/, /files/ENCFF414KLY/, /files/ENCFF598IDH/	6803144242	ENCODE Processing Pipeline	3a6447fc58dd1b27cdc12ed985014048		https://www.encodeproject.org/files/ENCFF442SDC/@@download/ENCFF442SDC.bam	V29			released	s3://encode-public/2020/04/16/ab365ee5-6ace-4128-a26f-9884aa746139/ENCFF442SDC.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF729EME	bam	bam		transcriptome alignments	GRCh38	ENCSR163PNO	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7532/'], '@type': ['Target', 'Item'], 'name': 'YWHAG-human', 'label': 'YWHAG', '@id': '/targets/YWHAG-human/', 'title': 'YWHAG (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '61f45683-f7c7-487b-91d6-b23073916428', 'status': 'released'}				YWHAG-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-03	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF660EBB/, /files/ENCFF414KLY/, /files/ENCFF598IDH/	12460029016	ENCODE Processing Pipeline	82112749ad457019bb4c751c638d7999		https://www.encodeproject.org/files/ENCFF729EME/@@download/ENCFF729EME.bam	V29			released	s3://encode-public/2020/04/16/4a0cd550-6067-4c3e-a8fc-ebbdd65a4828/ENCFF729EME.bam	ENCODE4 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF275MFF	bam	bam		alignments	GRCh38	ENCSR005JBU	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion						polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			strand-specific	2021-04-19	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF197BVX/, /files/ENCFF153FKQ/, /files/ENCFF598IDH/	25172905273	ENCODE Processing Pipeline	5c0d8bdd78f424508d96081925d07f50		https://www.encodeproject.org/files/ENCFF275MFF/@@download/ENCFF275MFF.bam	V29			released	s3://encode-public/2021/04/14/fd3ea2e1-c10f-431c-8e5f-f1fd85337675/ENCFF275MFF.bam	ENCODE4 v1.2.3 GRCh38 V29	released	inconsistent platforms, missing biosample characterization		
ENCFF880PDO	bam	bam		transcriptome alignments	GRCh38	ENCSR005JBU	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion						polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			strand-specific	2021-04-19	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF197BVX/, /files/ENCFF153FKQ/, /files/ENCFF598IDH/	32326721376	ENCODE Processing Pipeline	71101888aee636fb37bd73d444014391		https://www.encodeproject.org/files/ENCFF880PDO/@@download/ENCFF880PDO.bam	V29			released	s3://encode-public/2021/04/14/e7960bc0-4ef8-4091-ae7d-01de860d8740/ENCFF880PDO.bam	ENCODE4 v1.2.3 GRCh38 V29	released	inconsistent platforms, missing biosample characterization		
ENCFF609MHP	bam	bam		alignments	GRCh38	ENCSR005JBU	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion						polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			strand-specific	2021-04-19	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF723KKH/, /files/ENCFF222BQU/, /files/ENCFF598IDH/	3336840818	ENCODE Processing Pipeline	54d04a7e3696d8a0b21bb66e83f00506		https://www.encodeproject.org/files/ENCFF609MHP/@@download/ENCFF609MHP.bam	V29			released	s3://encode-public/2021/04/14/c59971ba-1a92-46b6-8720-47f19a62a4f1/ENCFF609MHP.bam	ENCODE4 v1.2.3 GRCh38 V29	released	inconsistent platforms, missing biosample characterization		
ENCFF713HKL	bam	bam		transcriptome alignments	GRCh38	ENCSR005JBU	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion						polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			strand-specific	2021-04-19	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF723KKH/, /files/ENCFF222BQU/, /files/ENCFF598IDH/	4021342388	ENCODE Processing Pipeline	e4209a49d934e3be768a836ab77e0034		https://www.encodeproject.org/files/ENCFF713HKL/@@download/ENCFF713HKL.bam	V29			released	s3://encode-public/2021/04/14/0cdcbab9-51ae-4520-baa6-fed5e2a79015/ENCFF713HKL.bam	ENCODE4 v1.2.3 GRCh38 V29	released	inconsistent platforms, missing biosample characterization		
ENCFF994AJI	bam	bam		alignments	GRCh38	ENCSR942XXL	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:HMBOX1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/79618/'], '@type': ['Target', 'Item'], 'label': 'HMBOX1', 'title': 'HMBOX1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0952e682-b6d7-486a-b21a-12d9ea565ebd', 'schema_version': '14', 'name': 'HMBOX1-human', '@id': '/targets/HMBOX1-human/', 'status': 'released'}				HMBOX1-human	RNA					unstranded	2017-11-18	ENCODE			>200	1	1_1		101					/files/ENCFF875NDX/, /files/ENCFF598IDH/, /files/ENCFF839WVN/	6166954339	ENCODE Processing Pipeline	9a64cb6781ae2dab973751de4e61e7cd		https://www.encodeproject.org/files/ENCFF994AJI/@@download/ENCFF994AJI.bam	V29			released	s3://encode-public/2021/03/24/a46d12dd-50d3-4c40-bda3-d046cab42e1b/ENCFF994AJI.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF379AWU	bam	bam		transcriptome alignments	GRCh38	ENCSR942XXL	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:HMBOX1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/79618/'], '@type': ['Target', 'Item'], 'label': 'HMBOX1', 'title': 'HMBOX1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0952e682-b6d7-486a-b21a-12d9ea565ebd', 'schema_version': '14', 'name': 'HMBOX1-human', '@id': '/targets/HMBOX1-human/', 'status': 'released'}				HMBOX1-human	RNA					unstranded	2017-11-18	ENCODE			>200	1	1_1		101					/files/ENCFF875NDX/, /files/ENCFF598IDH/, /files/ENCFF839WVN/	5498606211	ENCODE Processing Pipeline	0fa82b5e7e61b9b76700babfd428c060		https://www.encodeproject.org/files/ENCFF379AWU/@@download/ENCFF379AWU.bam	V29			released	s3://encode-public/2021/03/24/45963fec-4af2-492e-b623-2223e268ae18/ENCFF379AWU.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF996JJZ	bam	bam		alignments	GRCh38	ENCSR942XXL	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:HMBOX1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/79618/'], '@type': ['Target', 'Item'], 'label': 'HMBOX1', 'title': 'HMBOX1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0952e682-b6d7-486a-b21a-12d9ea565ebd', 'schema_version': '14', 'name': 'HMBOX1-human', '@id': '/targets/HMBOX1-human/', 'status': 'released'}				HMBOX1-human	RNA					unstranded	2017-11-18	ENCODE			>200	2	2_1		101					/files/ENCFF070CZB/, /files/ENCFF598IDH/, /files/ENCFF208EHU/	8379231594	ENCODE Processing Pipeline	9b0bf577248dc7c493ade7bc1611f718		https://www.encodeproject.org/files/ENCFF996JJZ/@@download/ENCFF996JJZ.bam	V29			released	s3://encode-public/2021/03/24/b75022cb-470f-418e-8118-e37072aa40d5/ENCFF996JJZ.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF974POK	bam	bam		transcriptome alignments	GRCh38	ENCSR942XXL	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:HMBOX1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/79618/'], '@type': ['Target', 'Item'], 'label': 'HMBOX1', 'title': 'HMBOX1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0952e682-b6d7-486a-b21a-12d9ea565ebd', 'schema_version': '14', 'name': 'HMBOX1-human', '@id': '/targets/HMBOX1-human/', 'status': 'released'}				HMBOX1-human	RNA					unstranded	2017-11-18	ENCODE			>200	2	2_1		101					/files/ENCFF070CZB/, /files/ENCFF598IDH/, /files/ENCFF208EHU/	8273560986	ENCODE Processing Pipeline	e52e864e5bcfbd77510a958dfaae4d31		https://www.encodeproject.org/files/ENCFF974POK/@@download/ENCFF974POK.bam	V29			released	s3://encode-public/2021/03/24/d87cc8d3-2d92-4fd6-8c04-b9cfdbb3e111/ENCFF974POK.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF469ZMX	bam	bam		transcriptome alignments	GRCh38	ENCSR359ICP	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/90957/'], '@type': ['Target', 'Item'], 'name': 'DHX57-human', 'label': 'DHX57', '@id': '/targets/DHX57-human/', 'title': 'DHX57 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '2a5560dd-0971-41fc-bb5b-805ee58ba006', 'status': 'released'}				DHX57-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF545UCV/, /files/ENCFF418OWP/, /files/ENCFF598IDH/	8916549242	ENCODE Processing Pipeline	8ccb60aa8c8228d5e8c156a66e75c762		https://www.encodeproject.org/files/ENCFF469ZMX/@@download/ENCFF469ZMX.bam	V29			released	s3://encode-public/2020/10/23/d12cbf8c-8cab-4581-84d6-f2f71b10e888/ENCFF469ZMX.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
